id_fato,id_aluno,id_disciplina,id_curso,id_tempo,nota,aprovado,reprovado,faltas,presencas,freq_percent
1283,1947,14,3,99,3.2,0,1,25,76,0.7524752475247525
1284,2956,10,4,41,4.1,0,1,26,47,0.6438356164383562
1285,3809,3,1,2,4.7,0,1,7,67,0.9054054054054054
1286,3981,10,4,72,8.2,1,0,16,78,0.8297872340425532
1287,1667,8,5,25,3.9,0,1,28,92,0.7666666666666667
1288,394,2,2,45,8.9,1,0,5,70,0.9333333333333333
1289,3960,4,1,60,2.8,0,1,17,90,0.8411214953271028
1290,763,2,2,69,3.0,0,1,17,71,0.8068181818181818
1291,4374,10,4,3,3.6,0,1,18,46,0.71875
1292,4446,14,3,37,2.9,0,1,18,41,0.6949152542372882
1293,501,14,3,22,3.4,0,1,10,99,0.908256880733945
1294,4227,8,5,66,1.5,0,1,27,69,0.71875
1295,1631,2,2,28,0.2,0,1,5,95,0.95
1296,256,4,1,58,7.6,1,0,7,99,0.9339622641509434
1297,2836,5,2,6,8.6,1,0,11,80,0.8791208791208791
1298,1907,4,1,88,6.8,1,0,24,90,0.7894736842105263
1299,2,13,6,13,4.2,0,1,25,93,0.788135593220339
1300,3770,9,6,94,3.6,0,1,1,92,0.989247311827957
1301,3411,15,5,5,6.2,1,0,23,54,0.7012987012987013
1302,1622,8,5,9,6.2,1,0,12,62,0.8378378378378378
1303,4144,15,5,41,0.7,0,1,4,85,0.9550561797752809
1304,571,14,3,94,2.9,0,1,10,56,0.8484848484848485
1305,4405,15,5,14,5.6,1,0,24,82,0.7735849056603774
1306,1685,3,1,22,8.7,1,0,0,90,1.0
1307,3207,15,5,9,3.5,0,1,21,60,0.7407407407407407
1308,244,2,2,77,8.1,1,0,14,70,0.8333333333333334
1309,4932,15,5,66,7.1,1,0,18,60,0.7692307692307693
1310,172,14,3,39,4.7,0,1,22,42,0.65625
1311,94,14,3,52,1.8,0,1,10,92,0.9019607843137255
1312,362,2,2,58,8.1,1,0,10,79,0.8876404494382022
1313,637,8,5,88,2.8,0,1,17,81,0.826530612244898
1314,4862,1,4,77,9.3,1,0,6,94,0.94
1315,4612,13,6,29,4.1,0,1,0,84,1.0
1316,2525,11,3,36,4.8,0,1,14,86,0.86
1317,156,7,1,56,0.5,0,1,11,71,0.8658536585365854
1318,3115,15,5,42,1.3,0,1,6,76,0.926829268292683
1319,4567,4,1,10,7.3,1,0,5,86,0.945054945054945
1320,2665,10,4,65,8.6,1,0,4,98,0.9607843137254902
1321,701,9,6,91,6.0,1,0,14,90,0.8653846153846154
1322,70,2,2,56,9.5,1,0,21,58,0.7341772151898734
1323,2087,5,2,45,0.7,0,1,19,100,0.8403361344537815
1324,3371,2,2,28,4.9,0,1,7,56,0.8888888888888888
1325,243,14,3,70,6.7,1,0,19,70,0.7865168539325843
1326,4268,6,2,29,1.2,0,1,22,42,0.65625
1327,1138,11,3,59,6.4,1,0,7,76,0.9156626506024096
1328,1998,10,4,92,8.8,1,0,27,76,0.7378640776699029
1329,830,11,3,95,3.8,0,1,8,60,0.8823529411764706
1330,4847,5,2,70,0.2,0,1,4,43,0.9148936170212766
1331,4736,11,3,41,8.0,1,0,23,88,0.7927927927927928
1332,4053,10,4,43,5.0,1,0,20,92,0.8214285714285714
1333,3236,1,4,58,1.6,0,1,1,93,0.9893617021276596
1334,4875,4,1,25,6.4,1,0,21,85,0.8018867924528302
1335,1799,13,6,3,1.5,0,1,25,66,0.7252747252747253
1336,4481,3,1,19,0.1,0,1,6,90,0.9375
1337,4180,5,2,44,7.9,1,0,17,47,0.734375
1338,1693,5,2,74,4.7,0,1,10,92,0.9019607843137255
1339,3662,15,5,41,8.7,1,0,26,94,0.7833333333333333
1340,1831,3,1,49,3.8,0,1,1,53,0.9814814814814815
1341,4506,3,1,15,1.2,0,1,13,51,0.796875
1342,62,13,6,41,7.9,1,0,1,83,0.9880952380952381
1343,1051,6,2,41,0.7,0,1,1,96,0.9896907216494846
1344,4619,13,6,81,5.9,1,0,12,92,0.8846153846153846
1345,1414,10,4,39,1.8,0,1,25,82,0.7663551401869159
1346,3338,5,2,83,6.1,1,0,24,71,0.7473684210526316
1347,136,8,5,3,2.2,0,1,10,64,0.8648648648648649
1348,1430,2,2,46,3.6,0,1,4,71,0.9466666666666667
1349,2098,3,1,15,4.0,0,1,29,46,0.6133333333333333
1350,4786,15,5,46,7.6,1,0,11,92,0.8932038834951457
1351,4648,13,6,39,1.1,0,1,18,86,0.8269230769230769
1352,126,5,2,42,2.6,0,1,18,43,0.7049180327868853
1353,3562,6,2,39,7.2,1,0,15,73,0.8295454545454546
1354,1201,10,4,19,3.0,0,1,20,79,0.797979797979798
1355,4111,9,6,50,8.0,1,0,12,44,0.7857142857142857
1356,885,14,3,68,8.7,1,0,14,95,0.8715596330275229
1357,471,14,3,2,4.4,0,1,19,89,0.8240740740740741
1358,4541,10,4,2,0.1,0,1,2,75,0.974025974025974
1359,324,3,1,5,9.1,1,0,3,63,0.9545454545454546
1360,3029,7,1,60,4.6,0,1,25,60,0.7058823529411765
1361,1521,2,2,53,2.0,0,1,19,91,0.8272727272727273
1362,1289,11,3,33,7.3,1,0,9,89,0.9081632653061225
1363,2912,15,5,4,4.5,0,1,10,59,0.855072463768116
1364,3740,9,6,66,5.8,1,0,25,60,0.7058823529411765
1365,3043,10,4,31,6.2,1,0,18,69,0.7931034482758621
1366,4024,6,2,88,9.0,1,0,3,95,0.9693877551020408
1367,2519,3,1,41,9.3,1,0,16,41,0.7192982456140351
1368,4074,12,3,38,1.5,0,1,3,50,0.9433962264150944
1369,11,13,6,25,9.9,1,0,24,70,0.7446808510638298
1370,1749,13,6,53,0.1,0,1,3,59,0.9516129032258065
1371,2639,3,1,31,1.8,0,1,4,88,0.9565217391304348
1372,895,13,6,37,1.3,0,1,28,42,0.6
1373,2164,13,6,13,4.9,0,1,6,85,0.9340659340659341
1374,4692,6,2,29,5.1,1,0,6,40,0.8695652173913043
1375,3961,2,2,89,5.1,1,0,13,67,0.8375
1376,96,10,4,4,2.4,0,1,10,47,0.8245614035087719
1377,2207,10,4,7,6.5,1,0,6,99,0.9428571428571428
1378,1906,2,2,32,5.7,1,0,28,64,0.6956521739130435
1379,292,15,5,46,7.0,1,0,4,86,0.9555555555555556
1380,432,11,3,58,2.0,0,1,2,63,0.9692307692307692
1381,3382,8,5,53,6.8,1,0,29,55,0.6547619047619048
1382,4120,14,3,55,3.6,0,1,4,65,0.9420289855072463
1383,1920,1,4,13,7.1,1,0,27,44,0.6197183098591549
1384,4128,1,4,25,0.3,0,1,25,82,0.7663551401869159
1385,1763,9,6,57,8.1,1,0,24,88,0.7857142857142857
1386,2249,3,1,51,2.1,0,1,29,58,0.6666666666666666
1387,63,12,3,46,2.9,0,1,15,62,0.8051948051948052
1388,3052,2,2,43,8.4,1,0,21,65,0.7558139534883721
1389,4261,4,1,21,1.9,0,1,26,77,0.7475728155339806
1390,592,12,3,71,8.9,1,0,5,72,0.935064935064935
1391,57,10,4,9,8.1,1,0,18,45,0.7142857142857143
1392,3837,8,5,90,0.3,0,1,18,93,0.8378378378378378
1393,4310,3,1,63,4.6,0,1,30,90,0.75
1394,948,8,5,76,3.4,0,1,15,73,0.8295454545454546
1395,2700,11,3,72,4.4,0,1,12,67,0.8481012658227848
1396,1007,3,1,11,7.1,1,0,15,85,0.85
1397,2318,12,3,34,3.1,0,1,11,93,0.8942307692307693
1398,3094,6,2,58,2.9,0,1,30,96,0.7619047619047619
1399,3943,15,5,43,9.9,1,0,27,78,0.7428571428571429
1400,4325,3,1,38,9.4,1,0,2,53,0.9636363636363636
1401,1192,15,5,69,7.9,1,0,3,72,0.96
1402,116,13,6,13,9.6,1,0,19,83,0.8137254901960784
1403,2999,6,2,65,2.7,0,1,8,60,0.8823529411764706
1404,3666,15,5,25,3.2,0,1,12,56,0.8235294117647058
1405,286,13,6,58,1.1,0,1,23,59,0.7195121951219512
1406,4678,2,2,26,1.1,0,1,8,67,0.8933333333333333
1407,3045,3,1,64,3.1,0,1,23,56,0.7088607594936709
1408,2915,7,1,33,3.2,0,1,25,53,0.6794871794871795
1409,551,11,3,23,5.7,1,0,7,73,0.9125
1410,1446,7,1,41,1.0,0,1,24,77,0.7623762376237624
1411,2092,8,5,24,5.7,1,0,4,65,0.9420289855072463
1412,1836,4,1,58,0.3,0,1,20,99,0.8319327731092437
1413,275,10,4,45,1.2,0,1,6,92,0.9387755102040817
1414,4970,14,3,11,6.8,1,0,5,93,0.9489795918367347
1415,1193,3,1,57,7.2,1,0,13,46,0.7796610169491526
1416,2877,9,6,33,7.8,1,0,11,84,0.8842105263157894
1417,692,2,2,70,7.5,1,0,15,84,0.8484848484848485
1418,2425,15,5,24,1.6,0,1,3,75,0.9615384615384616
1419,2690,9,6,28,9.8,1,0,30,84,0.7368421052631579
1420,1778,3,1,80,4.8,0,1,15,41,0.7321428571428571
1421,1637,5,2,4,6.2,1,0,27,47,0.6351351351351351
1422,4387,2,2,35,8.3,1,0,11,59,0.8428571428571429
1423,1875,7,1,19,6.4,1,0,14,81,0.8526315789473684
1424,2185,9,6,94,1.1,0,1,14,52,0.7878787878787878
1425,951,8,5,93,5.5,1,0,24,60,0.7142857142857143
1426,1105,10,4,62,4.3,0,1,5,92,0.9484536082474226
1427,4165,5,2,84,8.6,1,0,12,75,0.8620689655172413
1428,2599,2,2,76,1.5,0,1,2,71,0.9726027397260274
1429,2885,11,3,70,8.1,1,0,12,93,0.8857142857142857
1430,4918,3,1,58,7.0,1,0,9,50,0.847457627118644
1431,410,14,3,83,0.5,0,1,19,94,0.831858407079646
1432,980,7,1,16,0.4,0,1,16,45,0.7377049180327869
1433,888,15,5,14,9.5,1,0,15,42,0.7368421052631579
1434,2458,1,4,38,7.1,1,0,15,74,0.8314606741573034
1435,3846,4,1,61,3.0,0,1,1,63,0.984375
1436,1112,2,2,93,6.9,1,0,23,40,0.6349206349206349
1437,1052,1,4,64,9.2,1,0,18,94,0.8392857142857143
1438,3958,13,6,8,6.3,1,0,13,83,0.8645833333333334
1439,1864,2,2,55,1.3,0,1,10,72,0.8780487804878049
1440,536,15,5,7,8.3,1,0,14,70,0.8333333333333334
1441,917,10,4,51,6.6,1,0,15,67,0.8170731707317073
1442,4016,14,3,96,9.5,1,0,2,83,0.9764705882352941
1443,3297,7,1,7,4.1,0,1,17,61,0.782051282051282
1444,4501,11,3,96,7.6,1,0,17,81,0.826530612244898
1445,2351,13,6,81,8.0,1,0,8,82,0.9111111111111111
1446,1116,5,2,44,0.6,0,1,8,86,0.9148936170212766
1447,4155,9,6,52,2.9,0,1,11,54,0.8307692307692308
1448,4113,7,1,72,9.9,1,0,23,58,0.7160493827160493
1449,2591,2,2,23,4.2,0,1,28,51,0.6455696202531646
1450,4043,15,5,54,4.2,0,1,30,68,0.6938775510204082
1451,1945,2,2,44,3.7,0,1,10,93,0.9029126213592233
1452,2211,2,2,89,4.7,0,1,17,53,0.7571428571428571
1453,1496,2,2,11,1.5,0,1,30,74,0.7115384615384616
1454,896,9,6,53,5.2,1,0,0,94,1.0
1455,3202,4,1,39,3.3,0,1,30,73,0.7087378640776699
1456,2793,7,1,96,6.9,1,0,15,98,0.8672566371681416
1457,3972,2,2,1,2.9,0,1,20,64,0.7619047619047619
1458,4136,14,3,96,8.8,1,0,5,67,0.9305555555555556
1459,1936,5,2,23,8.2,1,0,5,53,0.9137931034482759
1460,2946,10,4,24,5.3,1,0,16,80,0.8333333333333334
1461,3888,1,4,3,3.3,0,1,11,45,0.8035714285714286
1462,1718,7,1,24,4.8,0,1,30,94,0.7580645161290323
1463,1442,6,2,69,9.4,1,0,12,47,0.7966101694915254
1464,4152,3,1,13,0.7,0,1,8,40,0.8333333333333334
1465,4495,5,2,94,5.0,1,0,8,49,0.8596491228070176
1466,3383,2,2,45,6.3,1,0,9,69,0.8846153846153846
1467,957,13,6,22,0.7,0,1,23,64,0.735632183908046
1468,1029,8,5,48,4.5,0,1,6,55,0.9016393442622951
1469,1508,1,4,4,4.2,0,1,3,95,0.9693877551020408
1470,1829,7,1,71,6.1,1,0,29,49,0.6282051282051282
1471,3847,13,6,37,9.8,1,0,24,74,0.7551020408163265
1472,81,3,1,92,1.9,0,1,20,93,0.8230088495575221
1473,2939,3,1,31,3.2,0,1,16,80,0.8333333333333334
1474,2080,11,3,48,6.0,1,0,7,91,0.9285714285714286
1475,4576,4,1,86,6.6,1,0,9,65,0.8783783783783784
1476,511,8,5,37,5.8,1,0,2,65,0.9701492537313433
1477,4279,14,3,16,3.2,0,1,10,67,0.8701298701298701
1478,835,4,1,78,4.3,0,1,22,43,0.6615384615384615
1479,2547,8,5,83,3.2,0,1,24,47,0.6619718309859155
1480,56,5,2,24,2.7,0,1,4,60,0.9375
1481,4559,5,2,51,3.7,0,1,30,77,0.719626168224299
1482,4761,4,1,26,2.4,0,1,25,61,0.7093023255813954
1483,3907,2,2,58,9.3,1,0,17,90,0.8411214953271028
1484,2951,4,1,65,8.2,1,0,27,57,0.6785714285714286
1485,4836,10,4,35,0.2,0,1,23,95,0.8050847457627118
1486,2213,12,3,58,4.6,0,1,4,70,0.9459459459459459
1487,3710,3,1,66,0.2,0,1,27,48,0.64
1488,4076,8,5,96,9.7,1,0,9,40,0.8163265306122449
1489,200,14,3,88,2.8,0,1,12,99,0.8918918918918919
1490,2102,1,4,68,5.0,1,0,17,46,0.7301587301587301
1491,3887,4,1,56,1.1,0,1,16,61,0.7922077922077922
1492,3687,12,3,44,1.5,0,1,28,63,0.6923076923076923
1493,1322,15,5,15,3.9,0,1,28,50,0.6410256410256411
1494,284,12,3,12,1.1,0,1,16,43,0.7288135593220338
1495,4303,3,1,100,6.9,1,0,20,78,0.7959183673469388
1496,2671,5,2,81,5.6,1,0,20,60,0.75
1497,1095,2,2,94,9.4,1,0,2,81,0.9759036144578314
1498,1124,2,2,89,3.6,0,1,28,59,0.6781609195402298
1499,3463,4,1,25,2.5,0,1,3,88,0.967032967032967
1500,3875,10,4,86,5.4,1,0,4,68,0.9444444444444444
1501,3442,15,5,76,9.1,1,0,3,69,0.9583333333333334
1502,3828,1,4,49,6.2,1,0,1,84,0.9882352941176471
1503,2701,15,5,30,9.1,1,0,14,43,0.7543859649122807
1504,1012,10,4,82,2.4,0,1,7,78,0.9176470588235294
1505,5000,9,6,89,4.1,0,1,10,98,0.9074074074074074
1506,515,15,5,34,6.4,1,0,28,99,0.7795275590551181
1507,1775,7,1,33,4.3,0,1,18,64,0.7804878048780488
1508,4686,1,4,45,3.1,0,1,10,51,0.8360655737704918
1509,612,10,4,6,7.8,1,0,5,65,0.9285714285714286
1510,3885,2,2,24,9.6,1,0,17,90,0.8411214953271028
1511,2251,1,4,38,8.0,1,0,13,91,0.875
1512,478,9,6,85,2.5,0,1,23,41,0.640625
1513,3587,4,1,43,9.0,1,0,13,43,0.7678571428571429
1514,127,12,3,63,5.8,1,0,22,56,0.717948717948718
1515,487,11,3,61,7.9,1,0,13,73,0.8488372093023255
1516,2872,13,6,49,2.7,0,1,26,88,0.7719298245614035
1517,4869,12,3,20,3.1,0,1,10,76,0.8837209302325582
1518,1891,4,1,33,5.3,1,0,16,64,0.8
1519,4652,6,2,40,4.1,0,1,1,40,0.975609756097561
1520,1028,3,1,2,6.7,1,0,14,67,0.8271604938271605
1521,2249,7,1,47,2.0,0,1,22,86,0.7962962962962963
1522,4078,15,5,86,3.7,0,1,28,79,0.7383177570093458
1523,2770,10,4,54,1.3,0,1,21,80,0.7920792079207921
1524,3880,5,2,17,8.2,1,0,7,59,0.8939393939393939
1525,1001,15,5,20,5.5,1,0,7,58,0.8923076923076924
1526,1952,11,3,61,0.2,0,1,14,61,0.8133333333333334
1527,1532,7,1,79,8.1,1,0,16,63,0.7974683544303798
1528,3913,6,2,30,9.4,1,0,2,64,0.9696969696969697
1529,4988,2,2,25,6.2,1,0,12,75,0.8620689655172413
1530,4992,4,1,31,1.3,0,1,12,65,0.8441558441558441
1531,723,7,1,28,6.2,1,0,8,73,0.9012345679012346
1532,853,13,6,16,4.6,0,1,24,89,0.7876106194690266
1533,1219,6,2,16,1.7,0,1,10,70,0.875
1534,2498,9,6,16,8.6,1,0,25,53,0.6794871794871795
1535,1472,5,2,56,6.3,1,0,20,64,0.7619047619047619
1536,1859,10,4,66,1.1,0,1,16,40,0.7142857142857143
1537,4314,6,2,45,2.7,0,1,1,89,0.9888888888888889
1538,3208,1,4,79,6.3,1,0,22,55,0.7142857142857143
1539,5000,13,6,81,8.6,1,0,1,43,0.9772727272727273
1540,3978,9,6,74,7.4,1,0,18,89,0.8317757009345794
1541,1758,6,2,99,9.7,1,0,12,46,0.7931034482758621
1542,3991,8,5,24,9.4,1,0,28,72,0.72
1543,1097,1,4,59,3.5,0,1,3,55,0.9482758620689655
1544,2458,9,6,100,4.3,0,1,14,77,0.8461538461538461
1545,3431,12,3,72,1.1,0,1,7,51,0.8793103448275862
1546,497,3,1,21,2.6,0,1,3,71,0.9594594594594594
1547,1822,11,3,21,5.6,1,0,10,79,0.8876404494382022
1548,2640,13,6,90,3.1,0,1,30,44,0.5945945945945946
1549,1169,5,2,82,4.1,0,1,8,40,0.8333333333333334
1550,35,14,3,80,2.9,0,1,9,55,0.859375
1551,3675,9,6,13,8.7,1,0,2,47,0.9591836734693877
1552,4783,6,2,68,4.7,0,1,29,93,0.7622950819672131
1553,1837,7,1,7,8.8,1,0,13,84,0.865979381443299
1554,1902,5,2,6,3.7,0,1,25,97,0.7950819672131147
1555,652,15,5,26,0.4,0,1,11,69,0.8625
1556,1525,4,1,73,3.7,0,1,5,68,0.9315068493150684
1557,4631,2,2,65,1.7,0,1,7,92,0.9292929292929293
1558,1011,7,1,63,1.2,0,1,4,78,0.9512195121951219
1559,4751,7,1,95,9.1,1,0,17,44,0.7213114754098361
1560,3833,13,6,43,3.1,0,1,2,58,0.9666666666666667
1561,2415,14,3,17,6.5,1,0,7,54,0.8852459016393442
1562,2819,14,3,20,6.7,1,0,10,65,0.8666666666666667
1563,401,3,1,28,6.7,1,0,5,59,0.921875
1564,4062,5,2,51,9.5,1,0,16,100,0.8620689655172413
1565,3933,10,4,17,9.5,1,0,2,75,0.974025974025974
1566,2869,6,2,95,0.7,0,1,14,43,0.7543859649122807
1567,1710,12,3,45,7.1,1,0,23,77,0.77
1568,3701,15,5,77,4.6,0,1,26,74,0.74
1569,133,9,6,64,5.1,1,0,28,58,0.6744186046511628
1570,821,8,5,66,9.9,1,0,28,70,0.7142857142857143
1571,1834,10,4,99,8.9,1,0,13,78,0.8571428571428571
1572,1804,10,4,39,7.4,1,0,28,78,0.7358490566037735
1573,4804,11,3,43,8.1,1,0,5,41,0.8913043478260869
1574,1075,1,4,27,8.9,1,0,5,47,0.9038461538461539
1575,507,5,2,70,9.6,1,0,3,47,0.94
1576,2125,15,5,54,5.3,1,0,2,55,0.9649122807017544
1577,4374,14,3,76,7.3,1,0,7,55,0.8870967741935484
1578,602,4,1,68,4.3,0,1,21,100,0.8264462809917356
1579,2368,10,4,18,2.2,0,1,10,84,0.8936170212765957
1580,1101,12,3,36,6.1,1,0,15,87,0.8529411764705882
1581,916,1,4,36,1.0,0,1,12,51,0.8095238095238095
1582,4554,15,5,43,8.4,1,0,28,100,0.78125
1583,862,14,3,1,2.5,0,1,0,99,1.0
1584,579,7,1,36,8.4,1,0,23,57,0.7125
1585,209,4,1,79,7.0,1,0,24,82,0.7735849056603774
1586,3279,3,1,15,1.1,0,1,29,75,0.7211538461538461
1587,167,7,1,79,0.4,0,1,7,93,0.93
1588,4127,10,4,11,1.1,0,1,20,72,0.782608695652174
1589,1205,2,2,78,9.0,1,0,25,47,0.6527777777777778
1590,1390,1,4,49,1.5,0,1,30,56,0.6511627906976745
1591,2354,2,2,68,3.2,0,1,0,44,1.0
1592,3414,13,6,54,7.3,1,0,21,45,0.6818181818181818
1593,2785,14,3,3,6.1,1,0,11,100,0.9009009009009009
1594,4051,12,3,43,3.9,0,1,26,45,0.6338028169014085
1595,607,11,3,30,2.5,0,1,2,61,0.9682539682539683
1596,1827,14,3,24,6.0,1,0,26,46,0.6388888888888888
1597,2124,10,4,30,6.0,1,0,28,87,0.7565217391304347
1598,4238,11,3,20,7.8,1,0,6,63,0.9130434782608695
1599,4995,14,3,52,2.4,0,1,28,85,0.7522123893805309
1600,3919,14,3,22,7.7,1,0,13,50,0.7936507936507936
1601,2213,14,3,57,1.0,0,1,19,88,0.822429906542056
1602,1913,10,4,13,4.2,0,1,28,50,0.6410256410256411
1603,3636,11,3,57,8.6,1,0,29,52,0.6419753086419753
1604,45,9,6,61,7.0,1,0,21,56,0.7272727272727273
1605,84,4,1,51,2.9,0,1,24,97,0.8016528925619835
1606,331,1,4,89,1.7,0,1,30,62,0.6739130434782609
1607,2354,1,4,56,7.1,1,0,28,95,0.7723577235772358
1608,3128,11,3,59,4.2,0,1,30,44,0.5945945945945946
1609,4031,3,1,62,7.4,1,0,29,85,0.7456140350877193
1610,2568,13,6,29,1.6,0,1,3,48,0.9411764705882353
1611,1665,11,3,50,3.2,0,1,10,67,0.8701298701298701
1612,2398,5,2,14,2.6,0,1,6,40,0.8695652173913043
1613,256,2,2,95,8.2,1,0,19,40,0.6779661016949152
1614,1792,15,5,72,1.8,0,1,30,40,0.5714285714285714
1615,1950,1,4,75,1.6,0,1,30,83,0.7345132743362832
1616,4156,4,1,40,2.0,0,1,8,59,0.8805970149253731
1617,3027,7,1,55,2.0,0,1,18,90,0.8333333333333334
1618,365,7,1,55,5.7,1,0,17,43,0.7166666666666667
1619,2351,13,6,79,2.7,0,1,29,65,0.6914893617021277
1620,3331,14,3,39,3.1,0,1,27,63,0.7
1621,546,6,2,60,0.9,0,1,21,76,0.7835051546391752
1622,1247,12,3,30,9.8,1,0,0,48,1.0
1623,4307,9,6,26,9.4,1,0,8,76,0.9047619047619048
1624,1038,15,5,69,2.7,0,1,9,61,0.8714285714285714
1625,2687,13,6,6,4.8,0,1,26,81,0.7570093457943925
1626,1405,14,3,80,6.8,1,0,4,95,0.9595959595959596
1627,4464,1,4,26,7.1,1,0,30,77,0.719626168224299
1628,2244,5,2,4,9.9,1,0,0,44,1.0
1629,31,15,5,43,4.3,0,1,28,76,0.7307692307692307
1630,3963,8,5,77,0.5,0,1,30,86,0.7413793103448276
1631,3541,14,3,33,9.0,1,0,19,64,0.7710843373493976
1632,2490,5,2,18,9.7,1,0,4,93,0.9587628865979382
1633,943,14,3,52,5.8,1,0,26,83,0.7614678899082569
1634,4288,10,4,22,7.0,1,0,13,76,0.8539325842696629
1635,3987,10,4,59,9.6,1,0,18,54,0.75
1636,2404,9,6,41,6.2,1,0,30,96,0.7619047619047619
1637,1538,14,3,47,4.7,0,1,4,91,0.9578947368421052
1638,1636,12,3,11,3.2,0,1,24,83,0.7757009345794392
1639,3299,1,4,47,6.9,1,0,14,77,0.8461538461538461
1640,2341,9,6,9,3.1,0,1,10,73,0.8795180722891566
1641,980,1,4,5,0.8,0,1,11,59,0.8428571428571429
1642,2527,8,5,47,0.6,0,1,8,63,0.8873239436619719
1643,4017,4,1,62,6.8,1,0,22,74,0.7708333333333334
1644,2198,9,6,5,7.0,1,0,4,91,0.9578947368421052
1645,34,13,6,88,2.2,0,1,27,73,0.73
1646,4049,14,3,83,7.6,1,0,14,100,0.8771929824561403
1647,4280,13,6,74,8.6,1,0,22,44,0.6666666666666666
1648,3922,9,6,93,8.7,1,0,7,91,0.9285714285714286
1649,1229,11,3,18,3.7,0,1,1,78,0.9873417721518988
1650,854,13,6,48,7.2,1,0,11,68,0.8607594936708861
1651,1880,3,1,23,9.4,1,0,5,55,0.9166666666666666
1652,1106,7,1,5,0.9,0,1,28,62,0.6888888888888889
1653,2345,3,1,51,6.2,1,0,23,85,0.7870370370370371
1654,4349,9,6,100,9.6,1,0,5,43,0.8958333333333334
1655,4707,14,3,81,0.8,0,1,8,49,0.8596491228070176
1656,1707,5,2,71,1.9,0,1,19,81,0.81
1657,309,12,3,54,0.8,0,1,16,57,0.7808219178082192
1658,2719,7,1,90,7.0,1,0,4,68,0.9444444444444444
1659,4187,6,2,62,2.0,0,1,4,85,0.9550561797752809
1660,1721,11,3,96,5.9,1,0,9,75,0.8928571428571429
1661,2387,8,5,90,4.4,0,1,8,65,0.8904109589041096
1662,3857,4,1,27,6.4,1,0,23,86,0.7889908256880734
1663,398,10,4,20,1.2,0,1,23,68,0.7472527472527473
1664,326,2,2,67,2.1,0,1,5,71,0.9342105263157895
1665,2149,1,4,25,9.8,1,0,13,77,0.8555555555555555
1666,2368,11,3,95,4.8,0,1,8,55,0.873015873015873
1667,2133,2,2,69,5.3,1,0,30,88,0.7457627118644068
1668,2953,14,3,81,4.5,0,1,13,93,0.8773584905660378
1669,3041,2,2,48,9.0,1,0,4,46,0.92
1670,4192,7,1,34,9.2,1,0,19,75,0.7978723404255319
1671,1138,2,2,74,3.0,0,1,11,45,0.8035714285714286
1672,3894,7,1,98,9.7,1,0,16,66,0.8048780487804879
1673,725,9,6,84,6.1,1,0,17,62,0.7848101265822784
1674,2467,15,5,2,6.3,1,0,7,96,0.9320388349514563
1675,505,4,1,19,9.8,1,0,7,63,0.9
1676,2644,6,2,76,6.0,1,0,11,52,0.8253968253968254
1677,4895,8,5,24,0.1,0,1,28,85,0.7522123893805309
1678,2659,14,3,53,0.2,0,1,20,66,0.7674418604651163
1679,2408,14,3,18,0.0,0,1,5,94,0.9494949494949495
1680,1165,14,3,47,5.7,1,0,25,55,0.6875
1681,3397,8,5,7,4.5,0,1,28,94,0.7704918032786885
1682,709,1,4,50,7.1,1,0,0,99,1.0
1683,817,12,3,97,0.9,0,1,7,80,0.9195402298850575
1684,36,4,1,18,1.6,0,1,21,50,0.704225352112676
1685,2047,6,2,91,3.0,0,1,6,84,0.9333333333333333
1686,4047,12,3,34,3.2,0,1,26,67,0.7204301075268817
1687,2745,7,1,5,7.9,1,0,12,70,0.8536585365853658
1688,2555,15,5,13,8.5,1,0,2,94,0.9791666666666666
1689,3240,4,1,66,1.7,0,1,10,77,0.8850574712643678
1690,3136,15,5,24,1.7,0,1,30,54,0.6428571428571429
1691,3996,3,1,36,6.9,1,0,17,92,0.8440366972477065
1692,2152,4,1,74,4.3,0,1,23,84,0.7850467289719626
1693,405,10,4,76,3.8,0,1,1,90,0.989010989010989
1694,3758,10,4,25,5.8,1,0,2,40,0.9523809523809523
1695,2867,2,2,46,6.3,1,0,23,69,0.75
1696,572,11,3,8,9.4,1,0,16,92,0.8518518518518519
1697,635,7,1,97,8.3,1,0,11,52,0.8253968253968254
1698,2797,10,4,91,6.6,1,0,11,86,0.8865979381443299
1699,517,13,6,47,6.4,1,0,6,80,0.9302325581395349
1700,1269,1,4,92,6.2,1,0,17,54,0.7605633802816901
1701,3049,4,1,35,1.5,0,1,8,80,0.9090909090909091
1702,4945,6,2,2,7.0,1,0,10,50,0.8333333333333334
1703,4362,1,4,7,7.3,1,0,13,56,0.8115942028985508
1704,4319,15,5,53,1.2,0,1,20,60,0.75
1705,3661,11,3,59,7.9,1,0,18,53,0.7464788732394366
1706,1516,5,2,52,7.1,1,0,20,65,0.7647058823529411
1707,2179,10,4,22,9.5,1,0,29,77,0.7264150943396226
1708,3551,4,1,99,5.3,1,0,20,76,0.7916666666666666
1709,4731,7,1,66,0.1,0,1,5,85,0.9444444444444444
1710,3452,7,1,73,7.2,1,0,6,93,0.9393939393939394
1711,444,1,4,41,3.1,0,1,12,57,0.8260869565217391
1712,1383,12,3,37,6.2,1,0,9,49,0.8448275862068966
1713,4607,3,1,70,0.9,0,1,16,97,0.8584070796460177
1714,1571,3,1,44,3.6,0,1,26,50,0.6578947368421053
1715,3076,7,1,94,9.7,1,0,2,70,0.9722222222222222
