id_evento,id_aluno,tipo_evento,motivo,id_tempo,semestre_evento,id_curso
471,4221,trancamento,Distancia,44,4º Semestre,5
472,1549,trancamento,Problemas pessoais,53,5º Semestre,6
473,3095,troca_turno,Problemas pessoais,82,1º Semestre,3
474,2588,troca_turno,Insatisfacao com curso,24,5º Semestre,3
475,4313,troca_turno,Desmotivacao,86,1º Semestre,2
476,2500,evasao,Desmotivacao,90,4º Semestre,1
477,3881,troca_turno,Insatisfacao com curso,60,1º Semestre,3
478,392,trancamento,Trabalho,32,6º Semestre,5
479,411,trancamento,Problemas pessoais,77,1º Semestre,1
480,1498,evasao,Insatisfacao com curso,26,2º Semestre,5
481,1869,evasao,Problemas pessoais,7,3º Semestre,4
482,4973,jubilamento,Trabalho,55,1º Semestre,2
483,1860,trancamento,Reprovacoes acumuladas,21,5º Semestre,5
484,1623,troca_turno,Desmotivacao,86,3º Semestre,4
485,2614,trancamento,Problemas pessoais,38,3º Semestre,5
486,1321,jubilamento,Insatisfacao com curso,35,2º Semestre,2
487,4061,trancamento,Distancia,4,3º Semestre,2
488,4670,troca_turno,Problemas pessoais,43,2º Semestre,1
489,1844,jubilamento,Trabalho,74,3º Semestre,4
490,4402,trancamento,Insatisfacao com curso,89,1º Semestre,2
491,2870,evasao,Desmotivacao,87,6º Semestre,5
492,3000,jubilamento,Desmotivacao,26,4º Semestre,4
493,2903,evasao,Desmotivacao,22,6º Semestre,1
494,4952,trancamento,Mudanca de cidade,59,6º Semestre,2
495,813,trancamento,Distancia,41,6º Semestre,4
496,4521,jubilamento,Insatisfacao com curso,69,5º Semestre,3
497,1727,jubilamento,Insatisfacao com curso,43,5º Semestre,3
498,61,evasao,Mudanca de cidade,9,1º Semestre,3
499,3824,troca_turno,Mudanca de cidade,84,6º Semestre,3
500,1193,jubilamento,Mudanca de cidade,91,1º Semestre,3
501,4775,trancamento,Reprovacoes acumuladas,39,2º Semestre,5
502,984,evasao,Reprovacoes acumuladas,11,1º Semestre,4
503,2992,trancamento,Mudanca de cidade,81,4º Semestre,2
504,4275,troca_turno,Distancia,50,3º Semestre,3
505,4626,troca_turno,Desmotivacao,14,2º Semestre,5
506,2017,evasao,Reprovacoes acumuladas,23,2º Semestre,1
507,178,jubilamento,Trabalho,55,4º Semestre,6
508,2901,troca_turno,Desmotivacao,38,2º Semestre,1
509,4670,jubilamento,Mudanca de cidade,44,6º Semestre,4
510,2393,evasao,Mudanca de cidade,38,6º Semestre,5
511,2491,trancamento,Distancia,35,6º Semestre,2
512,972,jubilamento,Desmotivacao,43,4º Semestre,1
513,1968,jubilamento,Trabalho,9,3º Semestre,4
514,1490,jubilamento,Reprovacoes acumuladas,97,3º Semestre,1
515,1219,evasao,Problemas pessoais,79,2º Semestre,1
516,2784,jubilamento,Desmotivacao,36,1º Semestre,6
517,246,jubilamento,Mudanca de cidade,59,3º Semestre,5
518,130,jubilamento,Trabalho,12,3º Semestre,3
519,3742,jubilamento,Desmotivacao,29,5º Semestre,3
520,531,jubilamento,Insatisfacao com curso,35,4º Semestre,1
521,3407,trancamento,Financeiro,70,2º Semestre,1
522,1517,jubilamento,Mudanca de cidade,84,3º Semestre,2
523,28,trancamento,Distancia,95,2º Semestre,5
524,4676,jubilamento,Reprovacoes acumuladas,19,1º Semestre,3
525,3654,troca_turno,Desmotivacao,13,3º Semestre,5
526,4510,trancamento,Reprovacoes acumuladas,47,3º Semestre,5
527,3401,jubilamento,Trabalho,25,5º Semestre,5
528,1064,trancamento,Reprovacoes acumuladas,50,5º Semestre,6
529,4999,evasao,Reprovacoes acumuladas,99,6º Semestre,4
530,4935,troca_turno,Financeiro,20,5º Semestre,6
531,1592,jubilamento,Distancia,98,5º Semestre,4
532,3089,trancamento,Reprovacoes acumuladas,49,4º Semestre,4
533,1776,evasao,Reprovacoes acumuladas,81,5º Semestre,6
534,2202,evasao,Insatisfacao com curso,13,3º Semestre,4
535,3123,jubilamento,Trabalho,77,6º Semestre,6
536,4882,evasao,Insatisfacao com curso,51,6º Semestre,3
537,983,jubilamento,Distancia,4,2º Semestre,3
538,267,troca_turno,Mudanca de cidade,68,4º Semestre,1
539,3558,trancamento,Problemas pessoais,40,5º Semestre,4
540,2143,evasao,Trabalho,31,3º Semestre,6
541,4351,troca_turno,Insatisfacao com curso,88,1º Semestre,1
542,3115,troca_turno,Trabalho,77,2º Semestre,5
543,479,troca_turno,Problemas pessoais,41,1º Semestre,4
544,3127,troca_turno,Problemas pessoais,69,4º Semestre,3
545,2155,evasao,Reprovacoes acumuladas,76,6º Semestre,3
546,805,trancamento,Insatisfacao com curso,35,2º Semestre,3
547,424,troca_turno,Trabalho,79,4º Semestre,1
548,1391,evasao,Mudanca de cidade,29,3º Semestre,5
549,1665,troca_turno,Desmotivacao,40,5º Semestre,4
550,1599,jubilamento,Trabalho,47,2º Semestre,1
551,1719,trancamento,Insatisfacao com curso,82,3º Semestre,1
552,3605,evasao,Problemas pessoais,39,5º Semestre,3
553,65,trancamento,Trabalho,32,5º Semestre,3
554,2732,trancamento,Problemas pessoais,47,5º Semestre,4
555,727,trancamento,Distancia,36,5º Semestre,3
556,1797,troca_turno,Desmotivacao,89,1º Semestre,6
557,2057,jubilamento,Trabalho,93,5º Semestre,6
558,2610,evasao,Distancia,28,6º Semestre,6
559,4184,trancamento,Insatisfacao com curso,29,5º Semestre,4
560,4911,trancamento,Financeiro,4,5º Semestre,4
561,3,trancamento,Financeiro,38,5º Semestre,5
562,295,troca_turno,Desmotivacao,21,6º Semestre,6
563,3125,troca_turno,Trabalho,23,6º Semestre,3
564,846,trancamento,Insatisfacao com curso,55,5º Semestre,5
565,1699,trancamento,Insatisfacao com curso,86,1º Semestre,2
566,4724,evasao,Reprovacoes acumuladas,86,1º Semestre,5
567,2670,jubilamento,Distancia,36,1º Semestre,1
568,1210,troca_turno,Insatisfacao com curso,25,1º Semestre,3
569,2399,troca_turno,Trabalho,17,3º Semestre,5
570,4355,trancamento,Financeiro,52,3º Semestre,4
571,432,troca_turno,Problemas pessoais,35,6º Semestre,3
572,1229,evasao,Trabalho,38,5º Semestre,1
573,4525,jubilamento,Problemas pessoais,69,1º Semestre,6
574,2997,evasao,Financeiro,92,5º Semestre,5
575,2755,evasao,Mudanca de cidade,65,3º Semestre,1
576,2607,troca_turno,Desmotivacao,43,3º Semestre,1
577,184,trancamento,Desmotivacao,58,2º Semestre,1
578,4329,troca_turno,Distancia,46,4º Semestre,3
579,3191,jubilamento,Problemas pessoais,82,3º Semestre,5
580,324,trancamento,Desmotivacao,84,3º Semestre,3
581,3235,evasao,Distancia,31,3º Semestre,1
582,4004,evasao,Distancia,53,6º Semestre,4
583,1105,trancamento,Financeiro,14,5º Semestre,5
584,76,troca_turno,Trabalho,38,3º Semestre,5
585,106,trancamento,Financeiro,59,6º Semestre,5
586,1184,jubilamento,Trabalho,38,5º Semestre,3
587,2313,evasao,Trabalho,16,4º Semestre,6
588,2146,trancamento,Problemas pessoais,81,5º Semestre,3
589,4470,trancamento,Financeiro,77,4º Semestre,6
590,2486,trancamento,Reprovacoes acumuladas,34,3º Semestre,5
591,441,evasao,Financeiro,84,6º Semestre,5
592,193,trancamento,Desmotivacao,48,1º Semestre,1
593,2707,troca_turno,Problemas pessoais,68,3º Semestre,2
594,4774,evasao,Problemas pessoais,72,5º Semestre,4
595,4303,troca_turno,Financeiro,79,1º Semestre,5
596,226,trancamento,Trabalho,58,1º Semestre,2
597,4925,evasao,Distancia,94,6º Semestre,5
598,311,evasao,Desmotivacao,32,2º Semestre,4
599,4269,evasao,Trabalho,12,5º Semestre,1
600,2444,troca_turno,Insatisfacao com curso,63,2º Semestre,3
601,3479,trancamento,Trabalho,80,3º Semestre,5
602,2781,jubilamento,Mudanca de cidade,71,2º Semestre,1
603,8,trancamento,Financeiro,69,5º Semestre,3
604,215,troca_turno,Insatisfacao com curso,41,2º Semestre,6
605,2973,trancamento,Mudanca de cidade,20,2º Semestre,6
606,2585,jubilamento,Mudanca de cidade,58,5º Semestre,3
607,1794,troca_turno,Insatisfacao com curso,64,5º Semestre,2
608,4648,jubilamento,Insatisfacao com curso,37,1º Semestre,3
609,3669,troca_turno,Insatisfacao com curso,50,1º Semestre,2
610,4583,jubilamento,Reprovacoes acumuladas,90,2º Semestre,5
611,4188,evasao,Financeiro,17,3º Semestre,4
612,532,jubilamento,Trabalho,19,2º Semestre,3
613,4584,evasao,Problemas pessoais,86,5º Semestre,3
614,4643,jubilamento,Trabalho,15,1º Semestre,3
615,2986,trancamento,Insatisfacao com curso,96,2º Semestre,6
616,4252,trancamento,Problemas pessoais,10,5º Semestre,3
617,3186,trancamento,Mudanca de cidade,93,2º Semestre,2
618,878,trancamento,Distancia,28,5º Semestre,2
619,3445,jubilamento,Insatisfacao com curso,100,2º Semestre,3
620,2100,jubilamento,Desmotivacao,66,1º Semestre,4
621,3647,jubilamento,Problemas pessoais,24,1º Semestre,3
622,4894,jubilamento,Financeiro,40,6º Semestre,4
623,4954,jubilamento,Insatisfacao com curso,86,4º Semestre,3
624,2524,evasao,Reprovacoes acumuladas,7,6º Semestre,4
625,2699,jubilamento,Desmotivacao,19,4º Semestre,4
626,1064,jubilamento,Distancia,72,4º Semestre,6
627,760,trancamento,Problemas pessoais,34,3º Semestre,2
628,2111,trancamento,Mudanca de cidade,31,3º Semestre,4
629,4236,jubilamento,Mudanca de cidade,9,1º Semestre,2
630,4342,jubilamento,Reprovacoes acumuladas,12,6º Semestre,2
631,45,troca_turno,Financeiro,31,1º Semestre,2
632,3910,troca_turno,Financeiro,78,3º Semestre,4
633,1283,jubilamento,Financeiro,45,4º Semestre,3
634,1162,evasao,Problemas pessoais,73,4º Semestre,3
635,1120,evasao,Financeiro,55,6º Semestre,4
636,2287,trancamento,Insatisfacao com curso,55,2º Semestre,4
637,3242,evasao,Insatisfacao com curso,50,1º Semestre,4
638,2400,troca_turno,Financeiro,89,2º Semestre,2
639,1504,jubilamento,Reprovacoes acumuladas,17,6º Semestre,2
640,4555,jubilamento,Trabalho,49,6º Semestre,3
641,4616,trancamento,Problemas pessoais,62,6º Semestre,3
642,234,evasao,Financeiro,62,4º Semestre,5
643,937,troca_turno,Financeiro,89,6º Semestre,1
644,35,troca_turno,Reprovacoes acumuladas,50,6º Semestre,1
645,2156,jubilamento,Distancia,25,4º Semestre,1
646,993,trancamento,Insatisfacao com curso,63,3º Semestre,4
647,3828,troca_turno,Trabalho,29,6º Semestre,2
648,2194,evasao,Trabalho,62,1º Semestre,2
649,3827,troca_turno,Desmotivacao,43,6º Semestre,3
650,4674,trancamento,Desmotivacao,20,6º Semestre,5
651,3255,trancamento,Trabalho,61,6º Semestre,4
652,2567,evasao,Distancia,35,5º Semestre,2
653,4915,evasao,Distancia,5,4º Semestre,6
654,625,jubilamento,Reprovacoes acumuladas,78,5º Semestre,5
655,1533,troca_turno,Insatisfacao com curso,94,4º Semestre,3
656,1483,troca_turno,Desmotivacao,45,4º Semestre,3
657,2844,evasao,Reprovacoes acumuladas,100,1º Semestre,5
658,1163,trancamento,Reprovacoes acumuladas,100,6º Semestre,3
659,776,evasao,Mudanca de cidade,63,3º Semestre,5
660,2904,troca_turno,Problemas pessoais,49,2º Semestre,3
661,4361,evasao,Problemas pessoais,15,5º Semestre,1
662,561,evasao,Mudanca de cidade,65,5º Semestre,1
663,1495,evasao,Distancia,43,5º Semestre,3
664,2194,troca_turno,Reprovacoes acumuladas,7,3º Semestre,6
665,2006,jubilamento,Problemas pessoais,18,4º Semestre,6
666,1025,evasao,Problemas pessoais,64,1º Semestre,6
667,2366,evasao,Financeiro,33,5º Semestre,3
668,3735,jubilamento,Desmotivacao,39,2º Semestre,2
669,442,trancamento,Mudanca de cidade,55,4º Semestre,1
670,2269,jubilamento,Distancia,97,2º Semestre,4
671,4714,troca_turno,Desmotivacao,69,2º Semestre,2
672,301,jubilamento,Financeiro,24,3º Semestre,5
673,504,troca_turno,Problemas pessoais,55,6º Semestre,5
674,1596,evasao,Reprovacoes acumuladas,30,4º Semestre,5
675,2540,evasao,Mudanca de cidade,55,5º Semestre,1
676,4954,trancamento,Problemas pessoais,89,5º Semestre,4
677,2287,trancamento,Mudanca de cidade,41,5º Semestre,2
678,2981,troca_turno,Desmotivacao,67,3º Semestre,4
679,818,troca_turno,Trabalho,83,2º Semestre,2
680,3976,evasao,Trabalho,13,5º Semestre,2
681,1846,jubilamento,Insatisfacao com curso,31,4º Semestre,6
682,1727,troca_turno,Distancia,48,6º Semestre,1
683,608,troca_turno,Distancia,61,6º Semestre,1
684,4709,trancamento,Insatisfacao com curso,83,6º Semestre,1
685,1843,evasao,Financeiro,42,2º Semestre,6
686,4049,evasao,Financeiro,76,5º Semestre,2
687,170,jubilamento,Desmotivacao,85,2º Semestre,4
688,4041,jubilamento,Desmotivacao,10,2º Semestre,5
689,2259,trancamento,Problemas pessoais,32,2º Semestre,1
690,2991,troca_turno,Trabalho,52,4º Semestre,3
691,2080,jubilamento,Reprovacoes acumuladas,95,1º Semestre,6
692,3819,jubilamento,Distancia,10,4º Semestre,5
693,4086,troca_turno,Financeiro,7,3º Semestre,4
694,2913,troca_turno,Reprovacoes acumuladas,64,3º Semestre,6
695,4196,troca_turno,Mudanca de cidade,37,5º Semestre,6
696,1102,trancamento,Mudanca de cidade,97,5º Semestre,1
697,67,trancamento,Desmotivacao,2,1º Semestre,4
698,1346,evasao,Distancia,98,4º Semestre,6
699,2819,troca_turno,Reprovacoes acumuladas,98,2º Semestre,5
700,1322,evasao,Trabalho,4,5º Semestre,5
701,3346,jubilamento,Distancia,80,3º Semestre,6
702,1910,troca_turno,Trabalho,34,4º Semestre,3
703,4740,troca_turno,Reprovacoes acumuladas,33,5º Semestre,3
704,952,evasao,Insatisfacao com curso,96,3º Semestre,5
705,3844,trancamento,Mudanca de cidade,84,5º Semestre,5
706,3944,trancamento,Financeiro,72,4º Semestre,1
707,4830,troca_turno,Reprovacoes acumuladas,35,6º Semestre,2
708,3707,trancamento,Distancia,78,2º Semestre,1
709,3805,trancamento,Financeiro,63,4º Semestre,2
710,1982,evasao,Mudanca de cidade,56,5º Semestre,3
711,880,trancamento,Distancia,5,2º Semestre,1
712,2897,evasao,Reprovacoes acumuladas,60,2º Semestre,1
713,2557,troca_turno,Financeiro,46,5º Semestre,4
714,938,trancamento,Financeiro,47,1º Semestre,3
715,221,troca_turno,Reprovacoes acumuladas,12,5º Semestre,2
716,4182,trancamento,Financeiro,38,6º Semestre,1
717,155,evasao,Distancia,22,6º Semestre,2
718,4473,troca_turno,Distancia,72,6º Semestre,6
719,125,evasao,Mudanca de cidade,41,3º Semestre,4
720,2463,troca_turno,Problemas pessoais,41,5º Semestre,1
721,4890,trancamento,Distancia,31,5º Semestre,4
722,836,troca_turno,Problemas pessoais,22,6º Semestre,2
723,1434,trancamento,Trabalho,52,4º Semestre,2
724,2000,trancamento,Mudanca de cidade,6,3º Semestre,2
725,4271,jubilamento,Problemas pessoais,41,2º Semestre,3
726,139,jubilamento,Problemas pessoais,93,1º Semestre,2
727,1320,troca_turno,Insatisfacao com curso,12,3º Semestre,2
728,3014,trancamento,Reprovacoes acumuladas,30,5º Semestre,6
729,2447,jubilamento,Reprovacoes acumuladas,78,2º Semestre,5
730,889,jubilamento,Trabalho,100,3º Semestre,3
731,3867,troca_turno,Mudanca de cidade,47,2º Semestre,1
732,4688,troca_turno,Desmotivacao,52,4º Semestre,3
733,1178,evasao,Desmotivacao,41,3º Semestre,4
734,719,troca_turno,Financeiro,46,6º Semestre,3
735,1921,evasao,Desmotivacao,18,2º Semestre,3
736,2742,trancamento,Financeiro,7,1º Semestre,1
737,924,jubilamento,Reprovacoes acumuladas,40,4º Semestre,5
738,1950,trancamento,Problemas pessoais,29,4º Semestre,3
739,4166,troca_turno,Mudanca de cidade,18,2º Semestre,2
740,4662,trancamento,Trabalho,72,6º Semestre,5
741,548,trancamento,Desmotivacao,46,5º Semestre,1
742,1168,jubilamento,Insatisfacao com curso,1,3º Semestre,6
743,1575,evasao,Distancia,33,1º Semestre,2
744,599,jubilamento,Financeiro,80,5º Semestre,1
745,2312,troca_turno,Trabalho,34,1º Semestre,4
746,847,evasao,Trabalho,78,1º Semestre,3
747,2329,evasao,Distancia,20,3º Semestre,5
748,500,trancamento,Problemas pessoais,23,1º Semestre,3
749,4559,trancamento,Desmotivacao,27,6º Semestre,2
750,166,evasao,Distancia,56,5º Semestre,2
751,4804,trancamento,Financeiro,4,4º Semestre,2
752,2203,jubilamento,Desmotivacao,69,6º Semestre,1
753,76,evasao,Desmotivacao,55,1º Semestre,1
754,2877,evasao,Mudanca de cidade,40,4º Semestre,3
755,3115,trancamento,Trabalho,25,5º Semestre,4
756,591,evasao,Financeiro,62,4º Semestre,6
757,2154,trancamento,Desmotivacao,38,1º Semestre,6
758,1967,trancamento,Trabalho,87,5º Semestre,3
759,289,trancamento,Trabalho,36,6º Semestre,6
760,4367,jubilamento,Problemas pessoais,56,1º Semestre,1
761,4205,evasao,Trabalho,65,3º Semestre,4
762,2597,evasao,Desmotivacao,17,1º Semestre,4
763,3994,troca_turno,Mudanca de cidade,95,1º Semestre,3
764,3536,jubilamento,Desmotivacao,87,2º Semestre,1
765,2325,trancamento,Mudanca de cidade,68,6º Semestre,3
766,3308,troca_turno,Desmotivacao,38,5º Semestre,4
767,1712,evasao,Trabalho,68,5º Semestre,3
768,2553,jubilamento,Financeiro,89,2º Semestre,3
769,1264,jubilamento,Desmotivacao,15,2º Semestre,5
770,3042,jubilamento,Desmotivacao,16,2º Semestre,6
771,312,troca_turno,Reprovacoes acumuladas,23,5º Semestre,3
772,3691,troca_turno,Desmotivacao,74,1º Semestre,1
773,3074,trancamento,Distancia,66,6º Semestre,2
774,2658,troca_turno,Problemas pessoais,33,2º Semestre,2
775,1963,evasao,Trabalho,27,2º Semestre,4
776,3959,troca_turno,Problemas pessoais,18,1º Semestre,4
777,3561,trancamento,Insatisfacao com curso,7,5º Semestre,5
778,4553,jubilamento,Reprovacoes acumuladas,22,2º Semestre,1
779,2689,trancamento,Problemas pessoais,86,6º Semestre,3
780,2562,jubilamento,Distancia,90,4º Semestre,6
781,1798,evasao,Reprovacoes acumuladas,67,1º Semestre,4
782,1908,evasao,Trabalho,82,5º Semestre,2
783,1459,evasao,Reprovacoes acumuladas,74,3º Semestre,4
784,1457,trancamento,Insatisfacao com curso,55,6º Semestre,5
785,3933,trancamento,Mudanca de cidade,5,3º Semestre,5
786,745,troca_turno,Insatisfacao com curso,73,4º Semestre,2
787,4101,troca_turno,Problemas pessoais,55,2º Semestre,3
788,4553,jubilamento,Desmotivacao,19,1º Semestre,1
789,4558,jubilamento,Reprovacoes acumuladas,50,3º Semestre,4
790,3183,evasao,Trabalho,64,5º Semestre,2
791,4899,troca_turno,Mudanca de cidade,65,5º Semestre,6
792,4266,jubilamento,Trabalho,46,3º Semestre,6
793,828,trancamento,Reprovacoes acumuladas,57,6º Semestre,5
794,629,trancamento,Trabalho,99,4º Semestre,2
795,1595,evasao,Problemas pessoais,90,1º Semestre,3
796,1008,jubilamento,Desmotivacao,45,3º Semestre,5
797,818,troca_turno,Insatisfacao com curso,6,2º Semestre,4
798,4212,troca_turno,Financeiro,3,3º Semestre,5
799,1365,evasao,Desmotivacao,45,4º Semestre,3
800,2336,evasao,Trabalho,37,4º Semestre,5
801,2809,evasao,Insatisfacao com curso,95,1º Semestre,6
802,2461,evasao,Reprovacoes acumuladas,97,5º Semestre,1
803,2094,trancamento,Reprovacoes acumuladas,59,2º Semestre,1
804,800,trancamento,Distancia,65,6º Semestre,5
805,2129,troca_turno,Reprovacoes acumuladas,80,4º Semestre,5
806,387,troca_turno,Reprovacoes acumuladas,49,3º Semestre,1
807,574,trancamento,Mudanca de cidade,1,4º Semestre,4
808,4270,jubilamento,Financeiro,30,1º Semestre,6
809,249,jubilamento,Reprovacoes acumuladas,95,2º Semestre,2
810,2967,evasao,Reprovacoes acumuladas,67,1º Semestre,3
811,1148,trancamento,Insatisfacao com curso,19,4º Semestre,5
812,3403,trancamento,Distancia,95,3º Semestre,5
813,2257,trancamento,Problemas pessoais,49,5º Semestre,2
814,2676,trancamento,Mudanca de cidade,73,2º Semestre,3
815,3382,jubilamento,Problemas pessoais,8,2º Semestre,3
816,1167,trancamento,Distancia,10,2º Semestre,1
817,2366,evasao,Insatisfacao com curso,71,3º Semestre,3
818,1971,trancamento,Trabalho,7,1º Semestre,2
819,768,jubilamento,Desmotivacao,79,1º Semestre,2
820,471,jubilamento,Financeiro,94,5º Semestre,1
821,3316,troca_turno,Insatisfacao com curso,51,2º Semestre,1
822,2760,trancamento,Financeiro,40,3º Semestre,1
823,1958,troca_turno,Desmotivacao,16,1º Semestre,2
824,3725,evasao,Desmotivacao,37,5º Semestre,6
825,1937,evasao,Mudanca de cidade,96,2º Semestre,4
826,498,evasao,Distancia,56,4º Semestre,6
827,3988,evasao,Insatisfacao com curso,78,3º Semestre,1
828,2266,troca_turno,Distancia,34,5º Semestre,5
829,1977,evasao,Problemas pessoais,36,6º Semestre,4
830,4363,troca_turno,Financeiro,35,1º Semestre,1
831,4470,evasao,Insatisfacao com curso,79,3º Semestre,5
832,4176,evasao,Financeiro,82,4º Semestre,3
833,3067,troca_turno,Problemas pessoais,99,4º Semestre,5
834,2860,trancamento,Mudanca de cidade,42,1º Semestre,2
835,4992,trancamento,Financeiro,13,2º Semestre,1
836,1847,troca_turno,Trabalho,4,4º Semestre,6
837,104,troca_turno,Distancia,37,4º Semestre,2
838,3725,evasao,Distancia,82,2º Semestre,3
839,3296,troca_turno,Problemas pessoais,68,3º Semestre,1
840,4586,jubilamento,Mudanca de cidade,80,2º Semestre,3
841,42,troca_turno,Reprovacoes acumuladas,1,1º Semestre,3
842,3571,trancamento,Insatisfacao com curso,28,3º Semestre,2
843,3411,trancamento,Mudanca de cidade,56,6º Semestre,5
844,3403,evasao,Insatisfacao com curso,81,1º Semestre,2
845,3880,trancamento,Reprovacoes acumuladas,96,5º Semestre,1
846,713,evasao,Insatisfacao com curso,89,2º Semestre,3
847,4307,troca_turno,Reprovacoes acumuladas,14,6º Semestre,6
848,3407,trancamento,Financeiro,14,1º Semestre,2
849,4043,trancamento,Reprovacoes acumuladas,54,3º Semestre,5
850,3530,jubilamento,Problemas pessoais,52,4º Semestre,6
851,1714,jubilamento,Distancia,96,2º Semestre,1
852,4747,trancamento,Mudanca de cidade,52,3º Semestre,3
853,4568,evasao,Insatisfacao com curso,12,5º Semestre,1
854,3345,jubilamento,Reprovacoes acumuladas,60,6º Semestre,1
855,325,troca_turno,Problemas pessoais,51,2º Semestre,5
856,3004,trancamento,Mudanca de cidade,65,1º Semestre,3
857,593,evasao,Problemas pessoais,59,2º Semestre,3
858,4860,jubilamento,Insatisfacao com curso,62,6º Semestre,4
859,975,troca_turno,Mudanca de cidade,86,5º Semestre,3
860,1840,evasao,Problemas pessoais,89,6º Semestre,6
861,30,evasao,Financeiro,24,2º Semestre,4
862,3506,trancamento,Desmotivacao,56,1º Semestre,3
863,697,trancamento,Trabalho,30,4º Semestre,3
864,2267,jubilamento,Distancia,32,4º Semestre,3
865,4637,trancamento,Reprovacoes acumuladas,11,2º Semestre,3
866,3299,evasao,Distancia,96,3º Semestre,3
867,4935,jubilamento,Mudanca de cidade,77,2º Semestre,2
868,553,troca_turno,Trabalho,92,6º Semestre,6
869,2200,troca_turno,Reprovacoes acumuladas,50,1º Semestre,2
870,2948,evasao,Desmotivacao,61,2º Semestre,2
871,849,jubilamento,Mudanca de cidade,3,4º Semestre,1
872,2691,evasao,Problemas pessoais,68,3º Semestre,3
873,4203,trancamento,Problemas pessoais,27,5º Semestre,1
874,249,troca_turno,Financeiro,65,6º Semestre,5
875,873,jubilamento,Financeiro,94,5º Semestre,4
876,2281,trancamento,Mudanca de cidade,36,2º Semestre,3
877,4611,jubilamento,Trabalho,70,2º Semestre,4
878,2647,jubilamento,Desmotivacao,6,4º Semestre,6
879,911,jubilamento,Trabalho,58,3º Semestre,4
880,869,jubilamento,Insatisfacao com curso,36,5º Semestre,5
881,3272,jubilamento,Insatisfacao com curso,22,2º Semestre,4
882,3211,evasao,Trabalho,59,4º Semestre,1
883,2225,trancamento,Financeiro,22,4º Semestre,5
884,2128,evasao,Problemas pessoais,76,5º Semestre,6
885,3180,evasao,Trabalho,14,4º Semestre,2
886,2188,trancamento,Trabalho,33,6º Semestre,4
887,2871,troca_turno,Problemas pessoais,49,1º Semestre,5
888,1410,jubilamento,Financeiro,1,1º Semestre,6
889,1145,evasao,Distancia,75,5º Semestre,5
890,2872,jubilamento,Problemas pessoais,68,1º Semestre,4
891,1439,trancamento,Insatisfacao com curso,89,2º Semestre,1
892,1175,troca_turno,Problemas pessoais,6,3º Semestre,4
893,1352,evasao,Trabalho,61,3º Semestre,3
894,3478,evasao,Distancia,95,4º Semestre,4
895,547,jubilamento,Financeiro,52,2º Semestre,1
896,3155,troca_turno,Trabalho,57,6º Semestre,5
897,3120,jubilamento,Insatisfacao com curso,13,3º Semestre,2
898,4913,trancamento,Mudanca de cidade,99,6º Semestre,6
899,319,evasao,Mudanca de cidade,58,5º Semestre,1
900,163,evasao,Trabalho,32,2º Semestre,1
901,1567,jubilamento,Financeiro,23,3º Semestre,4
902,2755,evasao,Financeiro,92,5º Semestre,6
903,657,troca_turno,Financeiro,16,6º Semestre,3
904,2511,evasao,Reprovacoes acumuladas,51,2º Semestre,4
905,4625,jubilamento,Reprovacoes acumuladas,13,5º Semestre,4
906,2684,troca_turno,Reprovacoes acumuladas,38,4º Semestre,4
907,4920,evasao,Problemas pessoais,12,3º Semestre,5
908,3147,troca_turno,Trabalho,74,3º Semestre,5
909,404,troca_turno,Reprovacoes acumuladas,64,6º Semestre,5
910,486,trancamento,Distancia,85,2º Semestre,3
911,4483,evasao,Desmotivacao,74,6º Semestre,2
912,4801,jubilamento,Distancia,100,6º Semestre,5
913,3939,troca_turno,Insatisfacao com curso,54,3º Semestre,1
914,972,jubilamento,Financeiro,21,1º Semestre,1
915,4082,troca_turno,Trabalho,81,1º Semestre,4
916,2987,troca_turno,Mudanca de cidade,62,4º Semestre,4
917,3760,trancamento,Desmotivacao,74,1º Semestre,4
918,593,evasao,Problemas pessoais,87,2º Semestre,3
919,534,evasao,Mudanca de cidade,17,5º Semestre,4
920,2060,trancamento,Distancia,26,1º Semestre,4
921,3152,evasao,Trabalho,34,4º Semestre,6
922,4247,troca_turno,Problemas pessoais,33,5º Semestre,1
923,2678,trancamento,Problemas pessoais,17,4º Semestre,3
924,1624,trancamento,Problemas pessoais,46,5º Semestre,1
925,2850,evasao,Trabalho,49,1º Semestre,2
926,834,jubilamento,Insatisfacao com curso,89,1º Semestre,6
927,4684,jubilamento,Reprovacoes acumuladas,15,3º Semestre,4
928,1474,troca_turno,Financeiro,94,1º Semestre,6
929,1784,trancamento,Trabalho,71,5º Semestre,2
930,1213,trancamento,Mudanca de cidade,55,3º Semestre,2
931,3372,jubilamento,Desmotivacao,2,4º Semestre,3
932,2525,evasao,Trabalho,89,3º Semestre,6
933,1558,trancamento,Mudanca de cidade,86,3º Semestre,3
934,3518,evasao,Distancia,36,6º Semestre,4
935,3279,trancamento,Problemas pessoais,81,3º Semestre,1
936,1032,trancamento,Trabalho,95,5º Semestre,5
937,1861,troca_turno,Trabalho,77,3º Semestre,4
938,1030,troca_turno,Reprovacoes acumuladas,22,6º Semestre,3
939,4301,evasao,Insatisfacao com curso,83,1º Semestre,5
940,3297,troca_turno,Trabalho,39,2º Semestre,5
941,518,jubilamento,Trabalho,50,5º Semestre,4
942,1269,evasao,Distancia,39,2º Semestre,5
943,433,evasao,Reprovacoes acumuladas,78,6º Semestre,4
