id_deslocamento,id_aluno,tempo_min,qtd_transportes,modal_principal
1123,1123,37,1,metro
1124,1124,50,1,carro
1125,1125,40,1,a_pe
1126,1126,119,4,carro
1127,1127,101,4,onibus
1128,1128,88,4,metro
1129,1129,85,3,metro
1130,1130,57,1,metro
1131,1131,16,3,carro
1132,1132,120,2,bicicleta
1133,1133,41,1,a_pe
1134,1134,111,2,onibus
1135,1135,109,4,bicicleta
1136,1136,113,3,carro
1137,1137,90,3,carro
1138,1138,73,3,onibus
1139,1139,27,2,metro
1140,1140,61,4,a_pe
1141,1141,92,1,metro
1142,1142,17,1,a_pe
1143,1143,101,4,a_pe
1144,1144,21,3,metro
1145,1145,62,2,carro
1146,1146,37,3,carro
1147,1147,118,1,bicicleta
1148,1148,9,4,a_pe
1149,1149,67,3,metro
1150,1150,13,1,bicicleta
1151,1151,29,1,a_pe
1152,1152,31,3,carro
1153,1153,30,4,onibus
1154,1154,7,3,metro
1155,1155,47,4,carro
1156,1156,39,2,metro
1157,1157,63,2,carro
1158,1158,31,3,bicicleta
1159,1159,114,4,metro
1160,1160,130,3,bicicleta
1161,1161,58,2,metro
1162,1162,25,3,metro
1163,1163,48,1,metro
1164,1164,127,2,a_pe
1165,1165,124,4,carro
1166,1166,88,4,bicicleta
1167,1167,5,2,metro
1168,1168,71,3,a_pe
1169,1169,116,1,metro
1170,1170,123,4,onibus
1171,1171,48,4,a_pe
1172,1172,98,3,metro
1173,1173,25,2,onibus
1174,1174,113,2,onibus
1175,1175,9,3,onibus
1176,1176,86,2,metro
1177,1177,89,3,metro
1178,1178,128,1,metro
1179,1179,33,4,metro
1180,1180,75,3,carro
1181,1181,122,2,carro
1182,1182,111,1,onibus
1183,1183,21,1,carro
1184,1184,89,4,metro
1185,1185,74,2,a_pe
1186,1186,53,4,bicicleta
1187,1187,40,2,a_pe
1188,1188,116,3,bicicleta
1189,1189,53,3,bicicleta
1190,1190,14,4,bicicleta
1191,1191,93,3,onibus
1192,1192,112,2,carro
1193,1193,42,3,carro
1194,1194,36,2,bicicleta
1195,1195,54,4,a_pe
1196,1196,29,4,carro
1197,1197,79,3,metro
1198,1198,74,2,onibus
1199,1199,69,4,onibus
1200,1200,55,4,a_pe
1201,1201,34,2,carro
1202,1202,28,1,bicicleta
1203,1203,15,1,carro
1204,1204,38,1,a_pe
1205,1205,70,2,carro
1206,1206,82,4,a_pe
1207,1207,5,3,carro
1208,1208,90,1,onibus
1209,1209,123,3,onibus
1210,1210,125,4,carro
1211,1211,87,3,a_pe
1212,1212,55,3,onibus
1213,1213,130,2,a_pe
1214,1214,66,3,bicicleta
1215,1215,119,1,a_pe
1216,1216,50,2,carro
1217,1217,17,2,bicicleta
1218,1218,36,3,carro
1219,1219,57,2,bicicleta
1220,1220,32,2,carro
1221,1221,90,3,a_pe
1222,1222,113,3,onibus
1223,1223,47,2,metro
1224,1224,95,2,onibus
1225,1225,81,3,a_pe
1226,1226,56,1,carro
1227,1227,77,4,a_pe
1228,1228,57,3,a_pe
1229,1229,15,2,carro
1230,1230,77,2,metro
1231,1231,104,3,carro
1232,1232,17,3,a_pe
1233,1233,67,4,bicicleta
1234,1234,98,2,bicicleta
1235,1235,80,2,carro
1236,1236,91,2,bicicleta
1237,1237,17,3,bicicleta
1238,1238,33,4,metro
1239,1239,101,3,metro
1240,1240,83,1,bicicleta
1241,1241,124,2,onibus
1242,1242,102,1,a_pe
1243,1243,93,4,a_pe
1244,1244,93,3,carro
1245,1245,104,4,bicicleta
1246,1246,60,4,metro
1247,1247,21,1,a_pe
1248,1248,13,1,onibus
1249,1249,56,3,carro
1250,1250,112,1,bicicleta
1251,1251,23,4,bicicleta
1252,1252,68,1,bicicleta
1253,1253,96,4,onibus
1254,1254,96,1,carro
1255,1255,34,4,carro
1256,1256,126,1,carro
1257,1257,101,3,onibus
1258,1258,78,1,bicicleta
1259,1259,108,3,bicicleta
1260,1260,73,3,onibus
1261,1261,113,1,a_pe
1262,1262,41,2,a_pe
1263,1263,15,3,metro
1264,1264,23,4,carro
1265,1265,8,3,carro
1266,1266,15,2,metro
1267,1267,72,3,bicicleta
1268,1268,77,2,a_pe
1269,1269,8,1,onibus
1270,1270,100,2,carro
1271,1271,62,3,metro
1272,1272,121,1,bicicleta
1273,1273,77,1,onibus
1274,1274,8,3,bicicleta
1275,1275,123,2,carro
1276,1276,56,1,onibus
1277,1277,118,2,bicicleta
1278,1278,85,3,carro
1279,1279,90,4,metro
1280,1280,56,2,onibus
1281,1281,88,3,onibus
1282,1282,70,1,onibus
1283,1283,75,4,a_pe
1284,1284,61,1,carro
1285,1285,123,2,bicicleta
1286,1286,50,4,bicicleta
1287,1287,7,2,carro
1288,1288,40,1,a_pe
1289,1289,39,2,bicicleta
1290,1290,25,2,carro
1291,1291,77,3,bicicleta
1292,1292,69,4,a_pe
1293,1293,126,1,bicicleta
1294,1294,96,4,carro
1295,1295,128,3,onibus
1296,1296,27,1,metro
1297,1297,35,3,bicicleta
1298,1298,53,1,carro
1299,1299,82,2,a_pe
1300,1300,10,4,metro
1301,1301,64,2,metro
1302,1302,47,2,a_pe
1303,1303,39,2,a_pe
1304,1304,16,1,metro
1305,1305,113,4,onibus
1306,1306,95,3,a_pe
1307,1307,18,4,metro
1308,1308,112,3,a_pe
1309,1309,98,3,carro
1310,1310,69,4,onibus
1311,1311,99,1,bicicleta
1312,1312,60,3,a_pe
1313,1313,20,3,a_pe
1314,1314,78,3,bicicleta
1315,1315,36,3,a_pe
1316,1316,97,1,onibus
1317,1317,60,4,bicicleta
1318,1318,48,4,a_pe
1319,1319,130,4,bicicleta
1320,1320,82,3,metro
1321,1321,98,2,carro
1322,1322,84,4,carro
1323,1323,107,2,bicicleta
1324,1324,31,1,metro
1325,1325,87,4,onibus
1326,1326,116,2,metro
1327,1327,53,1,metro
1328,1328,105,4,onibus
1329,1329,85,3,a_pe
1330,1330,117,3,metro
1331,1331,116,2,a_pe
1332,1332,73,2,a_pe
1333,1333,99,1,metro
1334,1334,62,1,a_pe
1335,1335,14,4,carro
1336,1336,73,1,a_pe
1337,1337,41,4,onibus
1338,1338,93,2,onibus
1339,1339,37,4,carro
1340,1340,43,3,a_pe
1341,1341,45,4,a_pe
1342,1342,33,4,metro
1343,1343,55,2,bicicleta
1344,1344,90,1,metro
1345,1345,122,2,metro
1346,1346,118,2,metro
1347,1347,115,1,carro
1348,1348,128,2,onibus
1349,1349,12,2,a_pe
1350,1350,81,2,onibus
1351,1351,43,4,bicicleta
1352,1352,125,2,a_pe
1353,1353,97,1,onibus
1354,1354,27,2,metro
1355,1355,47,4,bicicleta
1356,1356,108,2,a_pe
1357,1357,85,4,carro
1358,1358,81,1,onibus
1359,1359,27,2,bicicleta
1360,1360,111,2,bicicleta
1361,1361,24,1,onibus
1362,1362,34,2,a_pe
1363,1363,6,3,carro
1364,1364,118,4,carro
1365,1365,96,1,bicicleta
1366,1366,118,3,onibus
1367,1367,123,4,carro
1368,1368,82,1,onibus
1369,1369,130,2,bicicleta
1370,1370,24,2,metro
1371,1371,116,4,bicicleta
1372,1372,59,3,bicicleta
1373,1373,35,2,a_pe
1374,1374,76,2,onibus
1375,1375,35,1,onibus
1376,1376,96,2,metro
1377,1377,76,2,metro
1378,1378,122,4,a_pe
1379,1379,100,2,a_pe
1380,1380,13,3,onibus
1381,1381,41,4,a_pe
1382,1382,14,3,carro
1383,1383,118,4,onibus
1384,1384,120,3,bicicleta
1385,1385,18,1,onibus
1386,1386,6,4,bicicleta
1387,1387,82,3,metro
1388,1388,107,2,metro
1389,1389,124,2,onibus
1390,1390,100,4,bicicleta
1391,1391,79,3,bicicleta
1392,1392,79,2,metro
1393,1393,10,1,onibus
1394,1394,92,1,onibus
1395,1395,66,2,metro
1396,1396,23,2,a_pe
1397,1397,43,4,bicicleta
1398,1398,35,1,onibus
1399,1399,84,3,carro
1400,1400,20,1,bicicleta
1401,1401,126,2,carro
1402,1402,102,3,carro
1403,1403,24,3,metro
1404,1404,67,3,metro
1405,1405,39,3,onibus
1406,1406,108,4,bicicleta
1407,1407,47,3,a_pe
1408,1408,100,4,onibus
1409,1409,24,2,bicicleta
1410,1410,21,2,onibus
1411,1411,12,1,carro
1412,1412,61,1,bicicleta
1413,1413,115,1,onibus
1414,1414,42,2,bicicleta
1415,1415,61,2,metro
1416,1416,129,3,onibus
1417,1417,8,2,carro
1418,1418,23,3,onibus
1419,1419,46,4,metro
1420,1420,18,1,a_pe
1421,1421,102,2,a_pe
1422,1422,112,3,carro
1423,1423,119,1,bicicleta
1424,1424,64,4,a_pe
1425,1425,111,4,onibus
1426,1426,93,4,a_pe
1427,1427,86,4,metro
1428,1428,77,4,metro
1429,1429,97,1,carro
1430,1430,26,4,carro
1431,1431,106,1,onibus
1432,1432,126,1,carro
1433,1433,13,1,onibus
1434,1434,72,2,carro
1435,1435,122,2,metro
1436,1436,11,4,carro
1437,1437,17,1,a_pe
1438,1438,57,2,carro
1439,1439,119,1,carro
1440,1440,118,2,bicicleta
1441,1441,70,1,onibus
1442,1442,44,4,onibus
1443,1443,110,3,carro
1444,1444,58,1,carro
1445,1445,112,1,bicicleta
1446,1446,43,3,onibus
1447,1447,65,1,carro
1448,1448,21,1,carro
1449,1449,66,2,onibus
1450,1450,118,4,bicicleta
1451,1451,74,4,carro
1452,1452,123,2,a_pe
1453,1453,33,2,metro
1454,1454,116,3,carro
1455,1455,19,2,metro
1456,1456,91,2,carro
1457,1457,75,1,metro
1458,1458,92,1,onibus
1459,1459,32,4,a_pe
1460,1460,6,1,metro
1461,1461,35,2,carro
1462,1462,74,2,metro
1463,1463,47,1,a_pe
1464,1464,27,4,carro
1465,1465,90,1,carro
1466,1466,65,1,bicicleta
1467,1467,125,2,metro
1468,1468,69,4,onibus
1469,1469,38,1,a_pe
1470,1470,17,3,metro
1471,1471,48,3,metro
1472,1472,108,3,bicicleta
1473,1473,121,1,bicicleta
1474,1474,78,2,carro
1475,1475,110,3,carro
1476,1476,62,3,a_pe
1477,1477,85,3,metro
1478,1478,30,2,onibus
1479,1479,39,1,metro
1480,1480,120,1,carro
1481,1481,75,1,bicicleta
1482,1482,20,3,bicicleta
1483,1483,49,2,carro
1484,1484,5,4,metro
1485,1485,82,2,carro
1486,1486,126,1,bicicleta
1487,1487,107,3,bicicleta
1488,1488,13,3,metro
1489,1489,61,2,metro
1490,1490,32,1,metro
1491,1491,109,2,bicicleta
1492,1492,53,3,carro
1493,1493,56,3,onibus
1494,1494,114,2,metro
1495,1495,6,1,carro
1496,1496,29,3,a_pe
1497,1497,127,2,a_pe
1498,1498,81,3,onibus
1499,1499,32,2,carro
1500,1500,55,3,onibus
1501,1501,74,2,carro
1502,1502,117,1,carro
1503,1503,60,1,metro
1504,1504,10,1,carro
1505,1505,10,4,bicicleta
1506,1506,120,2,carro
1507,1507,7,1,a_pe
1508,1508,110,4,onibus
1509,1509,107,4,onibus
1510,1510,17,1,bicicleta
1511,1511,97,2,onibus
1512,1512,114,4,metro
1513,1513,44,4,metro
1514,1514,27,1,carro
1515,1515,51,2,metro
1516,1516,113,4,carro
1517,1517,30,1,a_pe
1518,1518,130,3,metro
1519,1519,109,4,onibus
1520,1520,106,2,metro
1521,1521,37,1,onibus
1522,1522,9,2,carro
1523,1523,78,2,a_pe
1524,1524,112,3,bicicleta
1525,1525,15,2,carro
1526,1526,9,1,metro
1527,1527,23,4,carro
1528,1528,6,4,carro
1529,1529,130,4,bicicleta
1530,1530,97,3,metro
1531,1531,122,2,carro
1532,1532,15,1,metro
1533,1533,107,4,carro
1534,1534,28,1,carro
1535,1535,79,2,bicicleta
1536,1536,95,3,onibus
1537,1537,54,2,carro
1538,1538,117,3,a_pe
1539,1539,64,2,a_pe
1540,1540,87,4,bicicleta
1541,1541,105,2,bicicleta
1542,1542,90,2,onibus
1543,1543,49,3,onibus
1544,1544,111,3,a_pe
1545,1545,5,3,carro
1546,1546,116,2,metro
1547,1547,6,3,metro
1548,1548,37,3,bicicleta
1549,1549,19,3,bicicleta
1550,1550,76,2,a_pe
1551,1551,71,4,carro
1552,1552,42,2,metro
1553,1553,91,4,metro
1554,1554,19,3,onibus
1555,1555,23,1,metro
1556,1556,130,1,onibus
1557,1557,74,1,onibus
1558,1558,33,1,onibus
1559,1559,19,3,onibus
1560,1560,67,3,carro
1561,1561,129,4,bicicleta
1562,1562,106,4,metro
1563,1563,14,4,metro
1564,1564,37,3,carro
1565,1565,34,1,carro
1566,1566,32,3,carro
1567,1567,124,4,carro
1568,1568,119,3,onibus
1569,1569,106,2,metro
1570,1570,75,2,bicicleta
1571,1571,86,1,a_pe
1572,1572,15,2,a_pe
1573,1573,88,1,bicicleta
1574,1574,118,3,bicicleta
1575,1575,73,1,a_pe
1576,1576,33,2,a_pe
1577,1577,20,3,a_pe
1578,1578,33,3,carro
1579,1579,42,2,bicicleta
1580,1580,44,4,bicicleta
1581,1581,109,4,metro
1582,1582,102,4,metro
1583,1583,11,2,metro
1584,1584,30,2,metro
1585,1585,101,2,a_pe
1586,1586,12,3,bicicleta
1587,1587,38,2,metro
1588,1588,66,3,onibus
1589,1589,25,4,carro
1590,1590,48,3,bicicleta
1591,1591,28,3,carro
1592,1592,76,1,metro
1593,1593,35,2,onibus
1594,1594,8,1,bicicleta
1595,1595,50,3,bicicleta
1596,1596,98,1,carro
1597,1597,100,1,carro
1598,1598,35,2,a_pe
1599,1599,33,4,carro
1600,1600,120,1,bicicleta
1601,1601,78,3,carro
1602,1602,68,1,bicicleta
1603,1603,116,1,metro
1604,1604,110,2,carro
1605,1605,102,1,a_pe
1606,1606,24,1,carro
1607,1607,129,4,onibus
1608,1608,34,2,carro
1609,1609,38,4,metro
1610,1610,106,2,a_pe
1611,1611,12,2,carro
1612,1612,46,3,a_pe
1613,1613,29,3,bicicleta
1614,1614,20,3,onibus
1615,1615,114,3,a_pe
1616,1616,130,4,onibus
1617,1617,76,1,a_pe
1618,1618,122,3,bicicleta
1619,1619,22,2,metro
1620,1620,84,4,a_pe
1621,1621,51,2,bicicleta
1622,1622,86,3,onibus
1623,1623,86,3,onibus
1624,1624,80,1,bicicleta
1625,1625,101,2,a_pe
1626,1626,40,3,a_pe
1627,1627,40,3,a_pe
1628,1628,49,2,carro
1629,1629,7,4,a_pe
1630,1630,116,2,metro
1631,1631,65,2,a_pe
1632,1632,41,2,carro
1633,1633,101,2,a_pe
1634,1634,19,2,onibus
1635,1635,42,4,metro
1636,1636,11,4,onibus
1637,1637,88,1,bicicleta
1638,1638,47,2,onibus
1639,1639,37,2,bicicleta
1640,1640,123,4,metro
1641,1641,24,2,onibus
1642,1642,11,2,a_pe
1643,1643,50,3,a_pe
1644,1644,41,4,carro
1645,1645,92,3,bicicleta
1646,1646,30,4,a_pe
1647,1647,67,2,carro
1648,1648,126,2,onibus
1649,1649,56,1,bicicleta
1650,1650,36,3,onibus
1651,1651,26,4,carro
1652,1652,104,1,bicicleta
1653,1653,32,2,carro
1654,1654,121,4,carro
1655,1655,65,2,carro
1656,1656,33,3,a_pe
1657,1657,25,1,carro
1658,1658,42,2,a_pe
1659,1659,22,4,a_pe
1660,1660,113,1,bicicleta
1661,1661,73,2,a_pe
1662,1662,99,4,onibus
1663,1663,16,2,a_pe
1664,1664,13,1,a_pe
1665,1665,54,4,metro
1666,1666,28,2,onibus
1667,1667,94,4,a_pe
1668,1668,49,3,onibus
1669,1669,43,3,a_pe
1670,1670,66,2,onibus
1671,1671,103,3,carro
1672,1672,33,2,a_pe
1673,1673,98,4,bicicleta
1674,1674,105,4,bicicleta
1675,1675,17,4,metro
1676,1676,63,4,metro
1677,1677,106,3,metro
1678,1678,78,4,onibus
1679,1679,101,4,metro
1680,1680,9,1,a_pe
1681,1681,80,2,metro
1682,1682,95,2,bicicleta
1683,1683,79,1,a_pe
1684,1684,69,4,metro
1685,1685,90,3,a_pe
1686,1686,33,2,onibus
1687,1687,18,4,bicicleta
1688,1688,119,1,a_pe
1689,1689,23,4,bicicleta
1690,1690,72,4,a_pe
1691,1691,33,3,onibus
1692,1692,123,1,carro
1693,1693,113,4,metro
1694,1694,43,3,a_pe
1695,1695,71,3,onibus
1696,1696,9,3,a_pe
1697,1697,83,3,a_pe
1698,1698,101,2,bicicleta
1699,1699,34,4,onibus
1700,1700,54,4,metro
1701,1701,121,1,bicicleta
1702,1702,61,2,bicicleta
1703,1703,55,4,metro
1704,1704,87,4,a_pe
1705,1705,62,4,metro
1706,1706,84,4,a_pe
1707,1707,34,3,metro
1708,1708,65,2,a_pe
1709,1709,6,1,a_pe
1710,1710,51,3,onibus
1711,1711,37,1,bicicleta
1712,1712,40,1,metro
1713,1713,127,2,bicicleta
1714,1714,78,1,onibus
1715,1715,13,4,carro
1716,1716,122,2,bicicleta
1717,1717,87,2,onibus
1718,1718,108,4,bicicleta
1719,1719,6,4,a_pe
1720,1720,114,4,onibus
1721,1721,122,2,carro
1722,1722,58,1,a_pe
1723,1723,59,3,onibus
1724,1724,118,2,bicicleta
1725,1725,87,1,metro
1726,1726,118,1,metro
1727,1727,26,2,carro
1728,1728,42,4,a_pe
1729,1729,15,4,carro
1730,1730,16,4,carro
1731,1731,76,4,a_pe
1732,1732,57,2,a_pe
1733,1733,50,4,onibus
1734,1734,43,2,bicicleta
1735,1735,108,2,metro
1736,1736,101,2,metro
1737,1737,129,3,onibus
1738,1738,84,1,metro
1739,1739,104,4,bicicleta
1740,1740,14,4,a_pe
1741,1741,103,3,bicicleta
1742,1742,76,3,a_pe
1743,1743,61,3,metro
1744,1744,61,2,carro
1745,1745,77,3,onibus
1746,1746,91,4,onibus
1747,1747,97,3,carro
1748,1748,64,2,onibus
1749,1749,101,2,a_pe
1750,1750,39,4,carro
1751,1751,108,2,bicicleta
1752,1752,126,4,a_pe
1753,1753,96,3,a_pe
1754,1754,19,1,a_pe
1755,1755,57,1,a_pe
1756,1756,34,1,onibus
1757,1757,8,1,a_pe
1758,1758,77,4,a_pe
1759,1759,56,4,onibus
1760,1760,11,2,metro
1761,1761,6,1,metro
1762,1762,93,4,carro
1763,1763,103,2,metro
1764,1764,70,2,metro
1765,1765,36,3,carro
1766,1766,28,2,onibus
1767,1767,82,3,onibus
1768,1768,26,3,carro
1769,1769,88,4,metro
1770,1770,86,1,metro
1771,1771,99,1,metro
1772,1772,51,3,onibus
1773,1773,78,3,onibus
1774,1774,15,2,bicicleta
1775,1775,105,4,carro
1776,1776,38,3,metro
1777,1777,47,3,onibus
1778,1778,61,4,carro
1779,1779,58,2,a_pe
1780,1780,43,3,onibus
1781,1781,111,2,a_pe
1782,1782,23,4,carro
1783,1783,91,4,metro
1784,1784,12,2,onibus
1785,1785,41,2,onibus
1786,1786,56,1,carro
1787,1787,35,2,bicicleta
1788,1788,69,3,bicicleta
1789,1789,78,3,a_pe
1790,1790,10,1,a_pe
1791,1791,81,1,bicicleta
1792,1792,77,2,metro
1793,1793,105,4,onibus
1794,1794,12,3,carro
1795,1795,79,1,a_pe
1796,1796,17,1,metro
1797,1797,89,4,carro
1798,1798,59,1,a_pe
1799,1799,95,4,bicicleta
1800,1800,45,1,metro
1801,1801,81,1,metro
1802,1802,87,4,a_pe
1803,1803,84,1,carro
1804,1804,29,4,carro
1805,1805,14,3,metro
1806,1806,98,3,metro
1807,1807,112,4,onibus
1808,1808,34,4,a_pe
1809,1809,30,2,bicicleta
1810,1810,5,1,carro
1811,1811,120,1,carro
1812,1812,90,2,metro
1813,1813,88,4,bicicleta
1814,1814,118,3,carro
1815,1815,20,1,carro
1816,1816,103,2,metro
1817,1817,109,2,onibus
1818,1818,9,4,carro
1819,1819,74,4,metro
1820,1820,94,2,metro
1821,1821,38,4,bicicleta
1822,1822,13,2,carro
1823,1823,114,2,onibus
1824,1824,13,3,a_pe
1825,1825,87,3,a_pe
1826,1826,64,3,a_pe
1827,1827,33,2,carro
1828,1828,15,3,onibus
1829,1829,47,4,onibus
1830,1830,63,2,onibus
1831,1831,27,3,metro
1832,1832,24,1,bicicleta
1833,1833,63,2,carro
1834,1834,130,4,a_pe
1835,1835,19,4,carro
1836,1836,11,2,carro
1837,1837,86,2,onibus
1838,1838,10,3,a_pe
1839,1839,71,3,onibus
1840,1840,114,4,metro
1841,1841,67,2,carro
1842,1842,12,4,bicicleta
1843,1843,112,4,carro
1844,1844,38,1,metro
1845,1845,104,2,a_pe
1846,1846,29,1,onibus
1847,1847,107,3,onibus
1848,1848,121,2,metro
1849,1849,83,2,onibus
1850,1850,80,2,metro
1851,1851,14,2,metro
1852,1852,117,4,onibus
1853,1853,37,3,onibus
1854,1854,32,4,onibus
1855,1855,68,2,bicicleta
1856,1856,43,2,onibus
1857,1857,57,2,bicicleta
1858,1858,63,2,carro
1859,1859,47,1,metro
1860,1860,78,3,onibus
1861,1861,83,4,metro
1862,1862,73,3,carro
1863,1863,74,4,a_pe
1864,1864,84,2,onibus
1865,1865,53,1,metro
1866,1866,65,4,metro
1867,1867,129,3,bicicleta
1868,1868,123,4,a_pe
1869,1869,104,3,a_pe
1870,1870,130,1,metro
1871,1871,72,1,a_pe
1872,1872,82,3,carro
1873,1873,105,2,onibus
1874,1874,18,1,bicicleta
1875,1875,102,3,metro
1876,1876,15,4,onibus
1877,1877,47,4,a_pe
1878,1878,65,3,bicicleta
1879,1879,61,1,metro
1880,1880,39,1,onibus
1881,1881,126,2,bicicleta
1882,1882,23,1,onibus
1883,1883,39,2,metro
1884,1884,75,3,metro
1885,1885,37,4,bicicleta
1886,1886,56,3,carro
1887,1887,42,3,onibus
1888,1888,108,3,carro
1889,1889,38,3,bicicleta
1890,1890,70,1,a_pe
1891,1891,78,1,carro
1892,1892,35,4,bicicleta
1893,1893,72,3,bicicleta
1894,1894,86,3,carro
1895,1895,113,1,a_pe
1896,1896,9,2,a_pe
1897,1897,79,1,bicicleta
1898,1898,86,3,bicicleta
1899,1899,44,1,carro
1900,1900,91,2,onibus
1901,1901,129,1,metro
1902,1902,122,1,a_pe
1903,1903,64,4,metro
1904,1904,11,1,carro
1905,1905,34,1,metro
1906,1906,129,2,metro
1907,1907,30,4,a_pe
1908,1908,62,1,carro
1909,1909,23,4,bicicleta
1910,1910,22,3,metro
1911,1911,74,3,onibus
1912,1912,95,2,a_pe
1913,1913,80,1,metro
1914,1914,23,3,metro
1915,1915,122,2,metro
1916,1916,94,3,bicicleta
1917,1917,101,3,onibus
1918,1918,43,1,a_pe
1919,1919,27,4,carro
1920,1920,27,2,onibus
1921,1921,21,1,onibus
1922,1922,100,3,carro
1923,1923,88,3,carro
1924,1924,87,3,onibus
1925,1925,23,3,a_pe
1926,1926,94,1,onibus
1927,1927,91,1,a_pe
1928,1928,111,1,onibus
1929,1929,68,1,metro
1930,1930,118,4,a_pe
1931,1931,91,4,metro
1932,1932,6,3,onibus
1933,1933,95,3,a_pe
1934,1934,6,4,metro
1935,1935,115,4,metro
1936,1936,12,3,onibus
1937,1937,36,2,carro
1938,1938,6,3,carro
1939,1939,123,1,onibus
1940,1940,25,1,a_pe
1941,1941,76,3,a_pe
1942,1942,128,2,carro
1943,1943,30,4,onibus
1944,1944,40,3,carro
1945,1945,110,1,onibus
1946,1946,25,1,carro
1947,1947,35,1,metro
1948,1948,72,4,bicicleta
1949,1949,116,4,a_pe
1950,1950,63,4,carro
1951,1951,54,3,a_pe
1952,1952,119,2,a_pe
1953,1953,35,2,metro
1954,1954,9,3,bicicleta
1955,1955,100,1,a_pe
1956,1956,69,3,metro
1957,1957,15,1,bicicleta
1958,1958,65,1,onibus
1959,1959,101,3,a_pe
1960,1960,19,4,onibus
1961,1961,105,2,a_pe
1962,1962,94,2,bicicleta
1963,1963,21,3,a_pe
1964,1964,64,2,onibus
1965,1965,44,4,carro
1966,1966,25,3,onibus
1967,1967,70,2,metro
1968,1968,23,3,metro
1969,1969,84,4,bicicleta
1970,1970,60,3,a_pe
1971,1971,91,4,metro
1972,1972,126,2,metro
1973,1973,67,2,carro
1974,1974,115,2,bicicleta
1975,1975,26,1,metro
1976,1976,34,2,carro
1977,1977,126,1,a_pe
1978,1978,14,4,bicicleta
1979,1979,87,3,a_pe
1980,1980,7,3,a_pe
1981,1981,80,2,a_pe
1982,1982,37,3,onibus
1983,1983,123,3,a_pe
1984,1984,84,3,bicicleta
1985,1985,26,4,onibus
1986,1986,121,4,bicicleta
1987,1987,17,2,carro
1988,1988,128,2,bicicleta
1989,1989,91,1,metro
1990,1990,102,3,bicicleta
1991,1991,124,1,metro
1992,1992,45,4,metro
1993,1993,15,4,carro
1994,1994,65,4,onibus
1995,1995,43,3,onibus
1996,1996,43,2,carro
1997,1997,18,3,metro
1998,1998,93,4,carro
1999,1999,53,2,a_pe
2000,2000,14,4,onibus
2001,2001,37,4,carro
2002,2002,36,1,onibus
2003,2003,61,2,carro
2004,2004,64,4,a_pe
2005,2005,129,1,carro
2006,2006,104,2,onibus
2007,2007,112,2,bicicleta
2008,2008,95,4,bicicleta
2009,2009,31,4,carro
2010,2010,66,4,a_pe
2011,2011,106,2,a_pe
2012,2012,65,4,metro
2013,2013,44,2,carro
2014,2014,26,4,bicicleta
2015,2015,44,1,metro
2016,2016,113,4,a_pe
2017,2017,103,1,metro
2018,2018,101,2,a_pe
2019,2019,129,1,metro
2020,2020,40,4,a_pe
2021,2021,82,3,bicicleta
2022,2022,14,3,onibus
2023,2023,57,1,metro
2024,2024,113,4,carro
2025,2025,56,1,onibus
2026,2026,42,1,bicicleta
2027,2027,59,4,metro
2028,2028,23,3,bicicleta
2029,2029,124,4,bicicleta
2030,2030,128,3,bicicleta
2031,2031,14,1,a_pe
2032,2032,113,2,carro
2033,2033,63,1,a_pe
2034,2034,49,4,bicicleta
2035,2035,29,4,carro
2036,2036,13,2,onibus
2037,2037,48,3,onibus
2038,2038,50,2,bicicleta
2039,2039,8,4,bicicleta
2040,2040,58,3,a_pe
2041,2041,103,4,onibus
2042,2042,19,4,bicicleta
2043,2043,53,2,onibus
2044,2044,118,2,metro
2045,2045,29,4,metro
2046,2046,67,1,a_pe
2047,2047,52,2,bicicleta
2048,2048,14,2,a_pe
2049,2049,74,3,a_pe
2050,2050,93,2,metro
2051,2051,46,3,metro
2052,2052,51,1,metro
2053,2053,80,1,carro
2054,2054,51,4,metro
2055,2055,95,3,bicicleta
2056,2056,123,3,metro
2057,2057,42,1,carro
2058,2058,113,1,onibus
2059,2059,40,3,onibus
2060,2060,100,1,a_pe
2061,2061,87,4,a_pe
2062,2062,6,3,bicicleta
2063,2063,70,1,bicicleta
2064,2064,45,2,carro
2065,2065,32,1,carro
2066,2066,72,2,metro
2067,2067,24,3,a_pe
2068,2068,12,2,onibus
2069,2069,18,4,bicicleta
2070,2070,100,4,a_pe
2071,2071,129,1,metro
2072,2072,109,2,bicicleta
2073,2073,117,1,carro
2074,2074,83,4,carro
2075,2075,118,4,bicicleta
2076,2076,89,1,a_pe
2077,2077,75,1,carro
2078,2078,38,2,a_pe
2079,2079,107,1,onibus
2080,2080,45,2,bicicleta
2081,2081,33,2,a_pe
2082,2082,54,3,carro
2083,2083,80,2,carro
2084,2084,64,3,metro
2085,2085,11,2,carro
2086,2086,87,2,a_pe
2087,2087,125,4,bicicleta
2088,2088,100,3,carro
2089,2089,107,4,a_pe
2090,2090,98,1,onibus
2091,2091,103,3,carro
2092,2092,56,1,a_pe
2093,2093,122,1,bicicleta
2094,2094,130,4,carro
2095,2095,90,1,carro
2096,2096,61,4,a_pe
2097,2097,58,1,onibus
2098,2098,65,2,bicicleta
2099,2099,53,1,carro
2100,2100,100,4,metro
2101,2101,7,4,carro
2102,2102,122,1,metro
2103,2103,63,4,metro
2104,2104,125,4,metro
2105,2105,6,1,bicicleta
2106,2106,119,4,bicicleta
2107,2107,106,3,a_pe
2108,2108,112,3,metro
